10,20,42.8509,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1032.94
10,20,59.3905,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1046.76
10,20,56.0354,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1043.08
10,20,44.8426,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1032.99
10,20,40.0329,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1029.97
10,20,49.1944,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1036.27
10,20,49.4367,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1037.07
10,20,58.5999,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1044.96
10,20,41.2884,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1029.74
10,20,52.6642,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1039.42
10,20,59.3577,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1043.89
10,20,47.379,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1035.85
10,20,57.9463,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1043.04
10,20,46.951,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1036.51
10,20,46.4997,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1034.71
10,20,59.998,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1044.68
10,20,40.2004,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1029.43
10,20,50.6057,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1038.58
10,20,57.7832,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1042.85
10,20,45.0749,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1033.9
10,20,53.5594,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1039.6
10,20,55.8525,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1042.4
10,20,56.5836,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1043.7
10,20,48.5192,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1036.67
10,20,57.8353,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1043.31
10,20,42.0545,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1031.8
10,20,49.5605,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1035.78
10,20,56.0955,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1043.16
10,20,43.0275,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1032.67
10,20,56.0653,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1041.94
10,20,45.7661,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1034.52
10,20,41.5421,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1030.49
10,20,40.4527,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1030.18
10,20,54.8422,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1040.98
10,20,42.4925,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1032.18
10,20,43.0414,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1031.87
10,20,45.9749,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1033.83
10,20,44.5893,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1033.21
10,20,50.9675,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1037.65
10,20,53.7817,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1039.8
10,20,49.2857,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1037.67
10,20,45.7611,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1033.86
10,20,59.1534,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1045.4
10,20,56.0303,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1042.9
10,20,52.3138,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1038.63
10,20,53.0668,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1040.88
10,20,51.195,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1038.69
10,20,42.6359,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1031.85
10,20,45.5472,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1033.39
10,20,49.4426,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1036.78
10,20,50.0578,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1036.82
10,20,56.5121,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1042.19
10,20,51.9042,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1038.58
10,20,55.6437,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1041.93
10,20,57.6125,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1044.03
10,20,57.895,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1043.72
10,20,42.6997,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1031.77
10,20,58.703,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1045.27
10,20,56.1573,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1042.4
10,20,56.7215,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1042.75
10,20,41.2446,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1030.45
10,20,53.1796,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1039.65
10,20,53.5135,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1040.65
10,20,42.6825,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1031.69
10,20,48.9284,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1036.88
10,20,45.209,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1033.16
10,20,40.2909,0.05,0.01,0.005,1.1,0.5,0.1,4.58258,1029.62
