Ohringen,Bad.Lippspringe,Eberbach.Neckar,Ebersberg.Halbing,Ebrach,Eichstatt.Landershofen,Miltenberg,Ellwangen.Rindelbach,Eppingen,Mohrendorf.Kleinseebach,Eutin,Geisenheim,Gilserberg.Moischeid,Gluckstadt,Gossweinstein,Hechingen,Weddingstedt,Kr.Dithmarschen.Helse,Niederworresbach,Hildesheim,Hollenstein.Kraftwerk,Konigsmoor,Kronach,Bad.Lauchstadt,Lensahn,Lingen,Luchow,Heinersreuth.Vollhof,Mayen,Melle
168,35,87,95,168,173,164,267,223,76,7,163,0,46,57,0,0,130,160,17,180,50,56,1,0,194,61,166,60,48
105,233,4,55,39,96,37,88,35,18,24,69,14,32,49,0,61,73,18,32,94,122,17,0,14,23,67,16,0,102
1,0,4,45,0,1,31,0,1,1,13,16,12,50,3,0,3,16,4,34,33,38,0,15,2,21,45,5,0,6
0,0,0,3,0,0,0,0,0,0,76,0,0,18,0,0,81,39,0,1,0,0,0,0,57,0,14,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,51
135,59,0,24,88,7,0,71,16,4,5,1,47,164,60,137,162,325,7,24,23,88,15,17,12,94,0,15,77,2
0,80,0,0,0,0,0,0,0,0,4,0,89,0,0,0,4,0,11,0,0,0,0,0,2,2,23,0,52,0
56,75,57,89,62,108,37,76,63,110,7,97,0,84,20,0,116,83,113,42,235,0,35,38,5,5,0,54,0,0
30,16,3,131,2,10,0,31,89,11,1,8,0,46,47,0,86,32,0,0,21,1,37,0,0,39,19,21,34,9
0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,24,65,3,0,0,0,0,0,38,8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,19,1,0,42,0,0,77,80,0,0,0,2,0,0,13,7,10,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,30,0,0,0,0,3,0,0,0,25,0,0,0,6,0,0,52,0,0,0,0,0,0,0,0,0,9,0
80,0,2,0,1,1,9,7,0,0,0,2,0,0,24,4,0,0,8,0,1,0,3,0,0,0,0,22,9,0
32,0,73,7,11,66,278,3,77,0,0,19,4,0,0,83,0,0,73,85,0,0,0,100,0,0,0,9,9,0
7,61,45,49,18,24,24,30,22,31,0,266,25,6,0,276,51,130,13,140,11,0,0,0,0,16,0,1,0,132
77,54,60,94,1,31,34,141,85,0,25,97,37,84,0,214,8,18,62,0,12,338,39,0,17,110,164,0,135,93
17,10,160,45,16,38,129,4,0,78,11,9,16,17,45,67,16,10,40,10,129,61,0,2,17,0,0,41,19,3
20,18,0,4,9,9,0,0,0,0,34,44,34,56,0,58,134,29,21,0,0,16,2,2,27,44,24,0,0,44
1,5,3,102,9,75,0,50,0,74,41,1,4,103,27,53,14,74,2,150,181,45,14,0,1,18,5,35,20,51
2,147,5,77,2,4,0,15,17,0,25,12,23,62,20,5,158,202,0,0,21,30,0,2,7,139,42,0,36,52
49,20,65,14,10,32,14,37,1,16,14,27,59,122,60,32,116,178,20,285,81,22,39,34,58,12,8,32,40,15
25,269,62,0,68,2,58,2,5,49,78,3,76,28,100,0,32,35,15,0,42,110,88,130,53,189,90,96,34,536
43,0,2,22,115,62,6,62,36,7,52,29,0,44,30,5,0,0,61,6,52,10,21,6,9,2,0,49,84,7
45,0,11,65,103,141,52,40,31,0,13,113,38,0,65,16,0,0,70,0,36,3,28,3,0,28,14,29,0,60
117,0,41,81,18,134,30,122,136,112,26,92,26,32,90,155,14,42,15,75,79,78,22,5,74,36,0,23,0,21
85,205,40,19,30,87,54,25,58,11,17,95,47,37,36,8,4,36,150,30,40,17,97,23,42,54,135,36,272,45
144,65,105,5,34,109,34,46,52,29,165,20,4,172,133,7,243,164,145,0,22,35,23,63,85,108,86,36,33,44
165,0,247,19,289,92,341,48,32,133,92,285,164,50,182,13,87,34,260,95,187,14,149,0,20,0,0,165,0,249
90,151,251,7,133,75,396,21,143,183,74,142,4,42,100,12,38,89,248,0,176,92,99,112,40,44,76,97,90,32
25,15,72,125,21,79,4,43,46,57,26,39,142,0,92,29,10,31,42,60,114,0,9,0,14,35,0,88,25,71
25,232,104,2,15,13,49,9,33,23,86,4,0,172,34,89,116,76,41,75,30,39,40,0,91,163,88,36,72,25
0,52,1,0,8,4,4,0,1,0,9,0,2,21,0,14,39,8,0,0,0,28,7,54,34,17,47,1,0,0
20,0,8,18,4,11,0,2,13,41,4,0,0,28,37,32,44,78,0,10,12,1,0,3,6,0,0,5,0,0
42,48,82,12,58,18,92,35,59,60,11,80,25,21,27,40,0,89,198,25,7,0,64,7,4,10,0,62,112,3
255,80,112,115,205,113,51,144,91,114,0,143,117,0,200,173,0,0,31,0,93,0,315,25,0,18,0,274,0,38
40,15,0,49,30,42,0,19,0,31,0,0,0,0,45,0,0,0,0,0,200,0,7,8,11,0,0,57,0,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
22,0,139,4,0,41,53,0,3,0,0,14,0,0,0,104,0,0,168,0,0,0,0,0,0,0,0,0,21,0
2,0,0,4,28,62,190,18,9,61,0,7,0,0,10,13,0,0,28,0,14,0,19,180,0,0,0,14,32,0
1,11,8,14,0,0,0,6,57,58,0,0,159,0,16,0,0,0,41,0,0,0,0,9,0,0,0,1,38,0
0,95,25,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,19,0,0,0,0,0,0,0,0,0,20,0
11,115,74,58,8,9,94,2,53,0,0,38,32,0,20,12,33,60,18,107,37,0,13,23,0,2,84,1,47,42
80,103,113,30,26,34,53,13,66,51,246,225,58,34,95,139,66,22,73,142,56,82,120,221,275,55,173,94,28,112
98,66,115,0,31,53,96,120,50,48,189,3,19,142,128,65,183,223,7,206,16,308,94,61,272,41,344,61,0,73
30,5,98,0,47,38,127,9,19,66,7,6,19,132,67,17,32,83,5,30,96,62,40,77,55,21,72,55,20,28
1,4,0,0,0,0,0,0,28,0,24,0,12,80,0,0,37,157,0,7,0,65,0,0,2,15,0,1,7,3
0,0,0,0,0,0,0,0,0,0,44,0,0,36,0,0,55,78,0,0,0,50,0,0,6,15,16,1,0,1
0,0,0,0,0,0,0,0,0,0,45,0,0,64,0,0,84,146,0,0,0,10,0,0,19,14,0,0,0,7
0,0,0,0,0,49,0,0,0,0,21,0,0,16,0,95,3,30,0,0,30,3,0,0,0,1,0,0,0,0
25,0,48,80,49,97,34,65,33,48,4,0,0,6,38,115,0,24,0,0,94,0,52,2,0,0,0,59,2,0
68,18,98,45,86,17,56,30,71,64,31,7,8,30,157,14,205,73,41,0,32,45,80,15,29,13,0,68,0,18
9,13,1,19,60,48,9,15,8,42,166,0,10,8,22,4,12,45,0,84,43,17,33,15,108,34,111,29,0,23
0,0,0,1,0,2,0,0,0,55,2,0,0,0,47,0,0,0,0,0,27,9,3,0,0,0,11,15,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24,0,26,0,1,0,0,0,22,3,0,0,0,0,7,18,0,5,0,0,32,0,0,31,0,59,0
22,0,17,13,0,18,14,10,15,38,1,34,58,0,46,43,0,1,10,0,7,0,62,26,0,0,11,2,0,0
35,0,19,64,8,13,98,75,46,14,2,19,29,0,12,15,0,0,5,3,44,0,3,2,0,2,5,85,0,2
14,2,12,12,29,8,22,23,9,6,0,0,0,0,0,17,0,1,0,0,5,0,0,3,2,0,5,11,0,0
16,76,29,45,31,24,18,11,0,19,89,16,41,66,30,35,72,63,0,49,9,99,27,25,65,40,28,25,25,86
46,48,19,216,49,61,36,69,45,80,9,22,29,18,18,114,10,18,1,14,76,28,62,44,3,46,28,74,0,37
10,0,8,197,11,30,4,6,4,9,2,0,0,0,8,47,0,0,0,0,88,0,0,14,12,0,21,7,0,0
1,0,2,143,0,0,0,6,12,6,0,0,0,0,0,17,1,0,0,0,9,0,0,11,0,0,0,0,0,0
9,0,0,35,0,3,0,2,2,4,0,0,0,0,16,0,0,0,5,0,74,1,6,0,0,9,0,6,0,0
4,34,0,18,8,3,0,11,0,2,0,0,0,0,10,0,0,0,0,0,20,0,8,6,6,4,0,9,0,14
10,17,0,28,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0
1,0,0,0,7,0,0,0,0,0,86,1,0,32,18,0,21,32,0,19,3,52,16,10,71,12,23,11,13,16
118,0,58,40,75,70,7,19,35,83,0,25,0,0,58,25,0,0,6,79,124,1,64,226,13,21,56,51,14,25
5,0,0,9,0,0,18,0,5,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,66
2,60,12,0,0,0,0,0,8,7,19,0,0,8,0,0,2,3,9,0,4,22,0,0,16,1,12,2,2,0
11,0,25,6,11,6,22,20,27,0,17,0,0,32,10,0,1,21,2,0,11,36,11,0,0,0,35,6,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,5,1,0,0,0,4,0,0,4,2,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,26,40,7,16,20,6,31,16,19,37,2,94,56,69,0,170,140,24,55,6,15,25,13,56,86,15,29,45,106
0,0,0,0,0,0,0,0,0,0,127,0,0,15,0,0,45,28,0,0,0,12,0,0,149,0,23,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,12,0,0,0,1,0,0,0,1,39,0,4,30,0,19,17,35,0,19,0,4,0,4,43,0,0,2,0,40
0,39,0,19,0,0,0,0,0,0,13,0,0,4,12,0,5,5,0,11,12,13,14,42,0,2,0,18,0,0
0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,17,0,4,0,4,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,8,48,0,0,0,0,0,0,13,0,37,0,0,0
9,41,18,50,44,36,20,29,38,30,57,25,35,42,24,18,45,13,16,67,60,62,48,37,44,34,0,34,0,103
0,15,0,0,0,0,0,0,0,0,3,0,9,0,3,0,2,22,3,0,0,5,22,22,14,7,0,9,0,14
0,0,0,0,0,3,6,3,0,0,20,0,0,0,0,50,33,0,0,4,0,0,0,0,1,0,0,1,32,0
80,103,108,6,49,43,83,48,78,44,0,157,111,0,36,42,0,10,144,57,12,5,40,44,0,23,12,22,0,0
44,50,34,97,111,65,50,62,67,20,94,81,68,14,70,143,39,2,68,110,37,41,102,30,86,10,103,65,68,84
0,0,0,347,0,240,0,94,0,0,1,0,0,0,0,227,0,0,0,0,85,0,0,0,4,1,0,0,0,0
0,0,0,117,0,14,0,0,0,0,1,0,0,0,0,40,0,0,0,0,42,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,76,7,0,0,2,0,2,0,0,32,0,0,14,2,0,35,16,2,9,7,18,0,0,70,29,4,2,52,28
55,165,185,3,30,6,111,39,19,6,104,25,59,56,12,5,183,122,65,38,14,21,8,1,90,41,6,4,86,2
112,0,154,29,72,97,135,160,57,82,21,38,28,44,125,60,2,0,50,70,78,55,75,53,9,90,64,102,0,6
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,41,0,3,5,44,0,7,0,2,0,6
0,33,0,0,0,0,0,0,0,0,27,0,0,14,0,0,19,0,0,0,0,12,0,2,28,20,20,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2
0,0,0,0,0,0,0,0,0,0,15,0,0,64,0,0,75,37,7,0,0,12,0,0,7,78,0,0,25,12
0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
0,21,0,0,0,0,0,0,0,0,0,0,0,14,0,0,21,31,0,0,0,33,0,0,0,0,0,0,0,0
111,30,73,0,41,40,34,79,45,52,0,71,34,15,107,131,17,21,138,14,1,20,17,2,0,26,11,28,46,29
19,44,104,58,83,0,59,4,42,51,26,13,54,10,20,8,32,26,41,0,0,12,127,3,14,23,13,75,62,20
7,0,48,0,7,7,12,18,28,0,11,29,127,4,0,15,34,21,88,0,7,14,27,0,5,14,0,1,53,2
0,0,8,0,0,0,35,0,0,0,33,6,14,8,0,0,14,1,17,14,0,0,22,0,25,1,11,0,0,5
0,0,0,6,0,0,0,0,0,0,3,0,0,20,0,0,3,0,0,0,0,29,0,1,5,0,0,2,0,0
0,0,0,20,0,0,4,0,0,0,2,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9,0,9,0,4,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,20,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0
0,11,0,16,0,2,0,0,0,4,16,0,0,16,0,0,9,1,0,34,2,5,0,0,15,10,11,0,0,11
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0
43,26,43,137,84,85,62,54,38,74,1,34,27,6,30,9,6,2,11,11,41,15,69,0,0,53,0,35,23,15
20,24,9,12,0,2,5,0,5,1,0,24,14,16,0,0,1,2,14,0,5,10,0,1,0,0,0,0,0,0
7,62,8,1,8,7,21,50,33,2,23,29,0,32,21,10,33,15,34,0,10,6,0,11,28,10,0,1,32,6
20,0,44,31,36,87,35,36,44,66,35,14,0,0,63,11,36,300,0,25,33,35,57,67,48,26,32,51,0,23
24,0,15,6,34,2,37,10,14,0,2,13,88,0,41,33,0,0,0,0,0,9,10,0,0,15,0,4,0,16
0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
66,118,96,19,80,69,78,79,68,105,62,56,0,54,81,14,64,43,44,26,43,70,95,14,51,79,51,74,50,97
44,90,113,52,85,91,67,65,82,75,131,30,33,112,225,0,139,137,8,54,133,80,148,29,94,51,102,83,2,60
0,0,0,12,0,0,0,0,0,0,96,3,8,88,0,0,102,95,3,0,1,41,5,0,98,65,91,0,0,43
59,43,133,18,68,20,129,30,73,47,6,104,14,0,84,5,9,16,128,0,40,0,26,0,6,0,0,41,87,0
0,0,3,67,0,10,13,3,5,0,15,3,0,35,0,0,14,11,0,9,40,4,0,0,5,12,0,2,0,6
12,4,2,0,0,0,0,0,0,0,6,0,203,10,0,0,9,1,0,7,0,4,0,47,15,11,0,0,0,2
10,0,30,12,25,18,26,32,0,30,40,48,63,52,38,0,48,0,30,85,49,38,44,13,0,18,21,29,65,69
11,12,33,73,7,39,6,26,55,1,0,15,18,0,19,81,0,0,12,17,16,5,48,61,0,11,0,22,42,31
0,0,0,8,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0
2,55,0,0,0,0,0,0,0,0,7,0,3,7,0,0,28,2,0,0,8,7,0,0,2,65,0,9,0,10
14,26,5,4,0,9,0,6,6,17,2,0,2,3,0,0,1,3,0,0,0,4,0,0,0,1,1,5,0,1
1,3,1,0,0,0,0,0,0,0,8,0,0,4,0,0,9,1,0,6,0,3,0,0,5,5,0,1,0,2
9,28,11,9,19,10,0,20,9,5,0,0,0,0,0,31,0,0,2,12,40,8,26,6,0,5,0,0,16,0
0,0,5,23,30,12,0,7,3,3,1,0,0,0,30,22,0,0,10,0,13,0,11,1,0,3,0,9,0,3
1,5,7,25,6,12,7,11,17,5,1,0,0,0,15,0,0,0,2,0,7,0,19,2,0,5,0,15,5,0
0,7,0,22,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,18,0,5,0,0,5,0,8,0,0
0,47,20,0,16,0,27,0,1,3,0,41,0,5,15,0,3,0,25,7,0,11,3,1,1,4,1,17,41,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,20,0,0,0,2,0,0,10,0,0,0,0,0
15,99,5,0,18,31,2,1,1,28,36,10,0,16,10,0,46,0,0,0,59,22,4,13,20,26,27,20,0,38
18,30,7,9,27,21,20,33,3,21,3,2,0,6,8,0,0,0,0,0,25,2,27,0,0,7,0,22,0,15
7,50,7,0,3,3,3,5,3,13,17,0,0,9,2,0,2,0,0,0,11,3,8,0,16,17,0,1,0,6
3,0,1,0,11,3,4,2,0,2,7,1,0,6,7,0,0,35,0,8,0,5,18,0,33,0,0,0,0,71
205,121,310,0,79,12,105,61,74,69,58,97,0,36,172,15,65,29,130,51,73,80,116,31,48,21,76,101,65,9
8,16,30,7,48,30,120,49,14,0,9,7,0,38,44,67,44,0,6,3,92,178,29,0,8,53,17,21,6,0
9,20,15,14,28,8,20,21,8,27,16,11,0,0,22,13,0,0,8,7,10,0,7,7,2,9,12,8,0,0
0,54,0,0,0,1,0,0,0,0,5,6,0,0,0,0,0,57,0,0,6,0,0,0,0,0,0,0,0,0
7,326,20,0,28,0,12,0,5,0,68,52,0,54,45,0,69,58,16,0,0,42,45,0,59,35,17,0,0,52
78,359,156,149,139,176,120,151,170,195,121,50,213,68,160,30,100,54,42,137,222,140,110,63,127,150,67,132,0,189
44,49,148,42,50,53,40,106,48,18,53,17,0,88,333,31,65,21,8,401,290,182,249,30,111,112,214,76,0,457
0,123,30,0,9,14,4,5,0,3,95,0,0,21,55,0,15,0,0,23,90,61,8,22,59,16,67,1,0,0
0,51,10,0,0,1,0,2,0,3,28,0,0,28,32,0,67,51,17,5,3,8,17,0,32,0,0,0,0,43
36,0,111,0,56,5,117,17,16,32,122,58,0,128,2,52,174,131,174,81,102,127,118,30,130,227,71,111,126,21
137,1,154,84,68,37,92,103,114,66,38,83,204,4,60,121,115,21,38,27,20,4,50,2,52,0,0,32,24,239
85,0,124,49,142,47,124,52,76,131,16,67,13,0,50,54,7,5,43,0,63,0,135,0,0,6,0,131,0,0
0,0,1,0,11,1,0,0,0,4,3,0,0,0,22,0,0,0,0,4,6,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,20,0,0,1,0,1,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,13,0,0,9,0,0,20,0,0,0,53,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
41,11,44,0,54,20,58,12,29,11,37,6,24,18,0,36,57,1,8,4,0,31,25,4,30,36,13,1,0,22
1,0,0,26,4,21,0,2,0,17,1,0,1,0,30,0,0,0,0,0,34,2,5,2,0,1,0,11,0,0
0,0,3,0,0,1,0,0,0,0,9,0,0,2,0,0,8,3,4,0,0,1,0,0,12,0,0,2,0,16
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
12,0,17,8,13,0,10,5,3,9,23,0,0,6,20,0,16,5,10,0,4,11,0,0,35,8,0,13,0,10
0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,1,0,0,0,3,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0,0,0,4
0,16,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,4,3,0,0,0,1,0,0,2,2,0,3
4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,68,3,0,5,11,0,12,0,8,0,1,0,2,0,5,0,0,1,19,12,2,15,0,0,4,0,8,10,13
0,33,2,1,10,4,6,9,0,4,1,3,4,4,0,4,0,2,11,8,7,0,23,8,0,5,0,8,11,5
3,51,6,3,15,7,7,5,0,7,1,0,0,5,28,0,9,4,6,0,8,3,6,1,0,23,0,4,0,0
72,16,3,0,6,6,0,11,2,9,1,0,0,9,0,0,1,0,0,3,22,0,5,0,0,1,0,5,5,0
0,0,0,0,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0
19,61,47,0,0,10,4,5,25,5,8,3,0,2,0,15,1,0,17,0,10,22,10,4,20,14,0,1,0,19
1,3,0,24,1,6,21,12,26,0,135,3,2,40,0,0,0,6,40,4,5,1,0,0,78,3,0,3,28,7
0,0,0,0,0,0,0,0,0,0,67,0,0,8,0,35,0,5,0,0,0,0,0,0,122,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,18,0,0,0,0,0,4,0,0,18,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0
0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
0,30,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
0,0,2,12,2,2,0,1,0,0,0,0,0,0,0,19,0,0,5,0,5,0,0,0,0,0,0,1,0,0
0,105,12,0,15,0,14,0,0,3,1,1,10,28,10,5,49,22,2,0,0,40,14,0,1,78,31,1,13,53
14,70,40,0,24,2,32,4,12,15,0,6,3,0,0,0,0,0,3,30,11,1,15,13,0,10,0,1,17,43
15,48,32,11,36,19,0,14,19,20,0,11,40,34,30,18,24,8,8,25,21,18,34,2,0,18,0,29,38,36
53,9,8,29,6,11,0,9,8,0,9,27,0,0,0,0,0,0,2,0,10,0,17,1,5,0,0,7,0,0
0,10,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0
23,0,5,0,11,40,9,27,7,32,1,0,18,0,20,20,0,0,5,8,20,0,10,6,0,0,0,27,0,0
9,0,1,0,2,1,17,8,0,7,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
