77.0,200.0,125.0,0.0,47.0,67.0,58.0,54.0,101.0,12.0,20.0,73.0,92.0,20.0,83.0,0.0,60.0,22.0,133.0,137.0,30.0,0.0,120.0,39.0,11.0,27.0,5.0,68.0,62.0,134.0
63.0,0.0,86.0,27.0,15.0,17.0,34.0,50.0,54.0,1.0,47.0,51.0,74.0,22.0,32.0,0.0,10.0,20.0,111.0,26.0,6.0,32.0,10.0,40.0,36.0,0.0,151.0,12.0,88.0,71.0
50.0,120.0,120.0,0.0,96.0,174.0,63.0,126.0,63.0,144.0,75.0,106.0,0.0,92.0,98.0,67.0,110.0,90.0,130.0,31.0,135.0,121.0,140.0,24.0,78.0,79.0,45.0,113.0,0.0,205.0
46.0,20.0,35.0,81.0,21.0,66.0,0.0,86.0,27.0,54.0,45.0,14.0,12.0,20.0,79.0,0.0,0.0,22.0,21.0,40.0,122.0,30.0,8.0,0.0,56.0,11.0,0.0,38.0,92.0,47.0
18.0,0.0,17.0,27.0,0.0,2.0,14.0,12.0,1.0,1.0,3.0,0.0,34.0,0.0,6.0,0.0,0.0,0.0,6.0,23.0,2.0,0.0,15.0,19.0,5.0,62.0,0.0,3.0,0.0,53.0
12.0,13.0,2.0,16.0,16.0,27.0,1.0,29.0,3.0,1.0,2.0,9.0,7.0,0.0,10.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
0.0,0.0,0.0,9.0,3.0,0.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0
0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,30.0,0.0,0.0,90.0,51.0,0.0,0.0,0.0,26.0,0.0,0.0,32.0,26.0,35.0,0.0,0.0,9.0
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,50.0,30.0,0.0,5.0,0.0,57.0,0.0,0.0,14.0,72.0,54.0,0.0,0.0,44.0
