0.01,5.47723,98.6712
0.02,5.47723,98.6712
0.03,5.47723,98.6712
0.04,5.47723,98.6712
0.05,5.38516,98.6661
0.06,5.38516,98.6661
0.07,5.47723,98.6712
0.08,5.47723,98.6712
0.09,5.47723,98.6712
0.1,5.38516,98.6712
0.11,5.2915,98.6661
0.12,5.2915,98.661
0.13,5.38516,98.661
0.14,5.47723,98.6712
0.15,5.47723,98.6712
0.16,5.47723,98.6712
0.17,5.47723,98.6712
0.18,5.47723,98.6712
0.19,5.47723,98.6712
0.2,5.38516,98.6712
0.21,5.2915,98.661
0.22,5.38516,98.6712
0.23,5.38516,98.6712
0.24,5.2915,98.656
0.25,5.38516,98.656
0.26,5.47723,98.6712
0.27,5.47723,98.6712
0.28,5.2915,98.6458
0.29,5.2915,98.6458
0.3,5.2915,98.661
0.31,5.2915,98.661
0.32,5.2915,98.661
0.33,5.2915,98.661
0.34,5.19615,98.656
0.35,5.2915,98.661
0.36,5.2915,98.661
0.37,5.38516,98.6661
0.38,5.38516,98.6661
0.39,5.47723,98.6712
0.4,5.47723,98.6712
0.41,5.38516,98.6661
0.42,5.2915,98.661
0.43,5.38516,98.6661
0.44,5.38516,98.6661
0.45,5.38516,98.6661
0.46,5.38516,98.6661
0.47,5.38516,98.6661
0.48,5.2915,98.661
0.49,5.19615,98.656
0.5,5.2915,98.661
0.51,5.47723,98.6712
0.52,5.38516,98.6712
0.53,5.38516,98.6712
0.54,5.2915,98.6661
0.55,5.19615,98.661
0.56,5.19615,98.656
0.57,5.38516,98.661
0.58,5.38516,98.661
0.59,5.38516,98.661
0.6,5.47723,98.6712
0.61,5.47723,98.6712
0.62,5.47723,98.6712
0.63,5.47723,98.6712
0.64,5.38516,98.6661
0.65,5.38516,98.6661
0.66,5.2915,98.656
0.67,5.2915,98.6509
0.68,5.09902,98.6509
0.69,5.19615,98.656
0.7,5.09902,98.6509
0.71,5.2915,98.656
0.72,5.38516,98.6712
0.73,5.2915,98.6661
0.74,5.38516,98.6661
0.75,5.19615,98.656
0.76,5.2915,98.661
0.77,5.2915,98.661
0.78,5.2915,98.661
0.79,5.19615,98.656
0.8,5.19615,98.656
0.81,5.38516,98.6712
0.82,5.38516,98.6712
0.83,5.38516,98.6712
0.84,5.19615,98.6661
0.85,5.19615,98.6661
0.86,5,98.656
0.87,5,98.656
0.88,4.89898,98.6509
0.89,4.79583,98.6458
0.9,4.89898,98.6509
0.91,4.89898,98.6509
0.92,5,98.656
0.93,5.09902,98.656
0.94,5.19615,98.661
0.95,5.09902,98.656
0.96,5.19615,98.661
0.97,5,98.6509
0.98,4.89898,98.6458
0.99,5,98.6509
1,5,98.6458
1.01,5,98.6458
1.02,4.79583,98.6408
1.03,4.79583,98.6458
1.04,4.79583,98.6408
1.05,5.09902,98.6509
1.06,5,98.6509
1.07,5.09902,98.6509
1.08,5.09902,98.6509
1.09,5.19615,98.661
1.1,5.19615,98.661
1.11,5.09902,98.656
1.12,5.09902,98.656
1.13,5,98.656
1.14,5.19615,98.661
1.15,5.19615,98.661
1.16,5.19615,98.6661
1.17,5.2915,98.656
1.18,5.19615,98.656
1.19,5.19615,98.656
1.2,5.09902,98.6509
1.21,5.09902,98.6509
1.22,5.19615,98.6509
1.23,5.19615,98.6509
1.24,5.2915,98.6661
1.25,5.2915,98.6661
1.26,5.19615,98.6509
1.27,5.2915,98.656
1.28,5.2915,98.6509
1.29,5.2915,98.6509
1.3,5.2915,98.6509
1.31,5.09902,98.6408
1.32,5.19615,98.656
1.33,5.09902,98.6509
1.34,5,98.6458
1.35,5.09902,98.6509
1.36,5.19615,98.6509
1.37,5.19615,98.6509
1.38,5.2915,98.656
1.39,5.09902,98.6509
1.4,5.19615,98.661
1.41,5.09902,98.656
1.42,5.09902,98.6509
1.43,5,98.6509
1.44,4.89898,98.6458
1.45,4.89898,98.6408
1.46,4.89898,98.6408
1.47,5,98.6458
1.48,4.69042,98.6256
1.49,4.58258,98.6205
1.5,4.69042,98.6306
1.51,4.58258,98.6205
1.52,4.47214,98.6154
1.53,4.3589,98.6103
1.54,4.47214,98.6154
1.55,4.58258,98.6306
1.56,4.69042,98.6408
1.57,4.69042,98.6408
1.58,4.69042,98.6357
1.59,4.69042,98.6357
1.6,4.89898,98.6458
1.61,4.89898,98.6458
1.62,4.79583,98.6357
1.63,4.79583,98.6458
1.64,4.79583,98.6458
1.65,5,98.6458
1.66,4.89898,98.6458
1.67,4.89898,98.6408
1.68,5,98.656
1.69,4.69042,98.6458
1.7,4.79583,98.6509
1.71,4.69042,98.6357
1.72,4.79583,98.6458
1.73,4.79583,98.6458
1.74,4.79583,98.6458
1.75,4.89898,98.6509
1.76,4.58258,98.6357
1.77,4.24264,98.6154
1.78,4.3589,98.6154
1.79,4.24264,98.6103
1.8,4.3589,98.6154
1.81,4.3589,98.6154
1.82,4.69042,98.6357
1.83,5,98.661
1.84,5,98.656
