0.55379,0.482976,0.48742,
0.0284927,0.0140909,0.0704975,
0,0.074334,0.0201659,
0,0,0.0235517,
0.0116635,0.039268,0,
0.0128245,0,0.0163093,
0.0352206,0.0239998,0,
0.00676329,0.0222902,0,
0,0.019726,0.0160816,
0,9.62338e-3805,0.0157012,
0.00531128,0,0.00791726,
0.0064537,0.0247616,0.00394324,
0.0242092,0,0,
0.0161395,0,0,
2.54825e-3805,0,0.0209349,
0.0107591,0.00406409,0,
0.00261556,0,0.00792291,
0,0,0.0235517,
1.27413e-3805,0,0.018318,
0,0,0.00523372,
0.019943,0.0145712,0,
0.00184974,0.00533248,1.23952e-3805,
0.0316369,0.045097,0.0317691,
0.002503,0,0.00803242,
0,0.00399208,0.00527961,
0.0161395,0,0,
0.0134496,0,0,
0.00478573,0.00496077,0,
0,0.00812668,0,
0,0,0.00261686,
0.00370685,0,0.012095,
0.0161395,0,0,
0,0.0111706,0.00327338,
0,1.92468e-3805,0.0130843,
0,0,0.00261686,
0,0.0116321,0.00297615,
0.00806973,0,0,
0,0,0,
0.00284586,0.0158268,0.00797359,
0,0,0.00785058,
0.00182423,0,0.00869274,
0.0028014,0.00795827,0,
0.00540637,0,0.00782476,
0,0,0.00523372,
0.0107596,0,0,
0.00393798,0,0.00401954,
0,0.00393842,0.0105479,
0,0.01219,0,
0.00537982,0,0,
0,0,0.0104674,
0.00806973,0,0,
0.00268991,0,0,
0.0107596,0,0,
0,1.92468e-3805,0.00261686,
0.00806973,0,0,
0,0,0,
0,0,0.00523372,
0,0,0.00785058,
0,0.00812668,0,
0.00537982,0,0,
0,0.00406334,0,
0.00806973,0,9.91619e-3805,
0,0,0.00261686,
0,0,0.00261686,
0,0,0,
0,1.92468e-3805,0.00523372,
0,0.00406334,0,
0,0.00761381,0.00294716,
7.97972e-2028,0,0.00523372,
0,0,0.00261686,
0.00537982,0,0,
0,0.00406334,0,
0,0,0,
0,0,0.00261686,
0,0,0.00261686,
0,0,0.00523372,
0.00537982,0,0,
0,0,0.00261686,
0.00291491,0.000314736,0.0100459,
0,0.00812668,0,
0,0.00809105,0.00263981,
0,0,0.00523372,
0,0,0,
0.00552703,0.00730285,0.00300421,
0,0,0.00523372,
0.00535973,0,0.0026364,
0,0.00406334,0,
0,0,0.00261686,
0,0,0.00523372,
0,0,0,
0,0.01219,0,
0,0,0,
0,0,0,
0.00268991,0,0,
0,0,0,
0.00168585,0.00558006,0,
0,0,0,
0,0,0.00785058,
0,0,0,
0.00268991,0,0,
0.00537982,0.00406334,0,
0.00268991,0,0,
0,0,0,
0,0,0,
0,0,0.00523372,
0.00537982,0,0.00261686,
0,0.00406334,0,
0,0,0,
0,0,0.00261686,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.00406334,0,
0,0,0,
0,0,0,
0,0,0,
0.00268991,0,0,
0,0.00406334,0,
0,0,0,
0.00126484,0.00621603,0,
0,0,0,
0,0.00406334,0,
