0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,0.0,0.0,78.0,130.0,18.0,0.0,133.0,0.0,14.0,0.0,0.0,0.0,0.0,80.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,49.0,7.0,0.0,0.0,0.0,46.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,68.0,96.0,0.0,0.0,0.0,12.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,43.0,25.0
104.0,0.0,0.0,39.0,41.0,36.0,97.0,196.0,11.0,124.0,0.0,0.0,81.0,8.0,48.0,60.0,1.0,0.0,0.0,0.0,102.0,0.0,13.0,0.0,3.0,0.0,0.0,15.0,400.0,0.0
1.0,136.0,0.0,0.0,7.0,173.0,0.0,2.0,0.0,6.0,0.0,0.0,48.0,38.0,29.0,0.0,8.0,7.0,0.0,12.0,7.0,1.0,0.0,0.0,0.0,46.0,110.0,9.0,0.0,128.0
150.0,143.0,205.0,64.0,41.0,0.0,245.0,72.0,216.0,72.0,36.0,96.0,192.0,374.0,0.0,207.0,572.0,450.0,95.0,46.0,0.0,561.0,0.0,26.0,61.0,119.0,262.0,0.0,55.0,157.0
70.0,112.0,58.0,51.0,262.0,103.0,76.0,91.0,38.0,143.0,433.0,53.0,68.0,252.0,90.0,114.0,535.0,535.0,21.0,342.0,115.0,364.0,83.0,235.0,459.0,30.0,0.0,62.0,108.0,80.0
2.0,0.0,19.0,0.0,2.0,48.0,0.0,32.0,75.0,3.0,496.0,32.0,0.0,498.0,9.0,0.0,703.0,515.0,2.0,8.0,57.0,96.0,28.0,27.0,511.0,32.0,56.0,0.0,0.0,26.0
2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,0.0,0.0,42.0,4.0,7.0,46.0,50.0,0.0,0.0,0.0,71.0,0.0,0.0,148.0,29.0,0.0,0.0,0.0,0.0
0.0,12.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,26.0,12.0,2.0,0.0,37.0,6.0,0.0,0.0,0.0,26.0,0.0,12.0,0.0,7.0,21.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,4.0,0.0,3.0,19.0,14.0,70.0,52.0,151.0,18.0,0.0,0.0,9.0,20.0,48.0,3.0,0.0,15.0,0.0,0.0,102.0,2.0,0.0,13.0,34.0,0.0,6.0,0.0,72.0
215.0,22.0,86.0,165.0,148.0,123.0,103.0,160.0,148.0,174.0,0.0,10.0,291.0,0.0,52.0,236.0,110.0,5.0,0.0,70.0,157.0,3.0,151.0,177.0,0.0,8.0,22.0,147.0,0.0,3.0
35.0,68.0,122.0,0.0,11.0,0.0,61.0,18.0,61.0,0.0,86.0,50.0,42.0,56.0,3.0,40.0,0.0,96.0,89.0,78.0,0.0,0.0,8.0,2.0,37.0,62.0,290.0,1.0,45.0,56.0
90.0,31.0,145.0,66.0,41.0,30.0,73.0,17.0,11.0,14.0,96.0,38.0,114.0,116.0,10.0,42.0,198.0,1.0,142.0,13.0,16.0,134.0,22.0,45.0,55.0,99.0,20.0,5.0,0.0,53.0
42.0,0.0,110.0,0.0,38.0,2.0,38.0,21.0,7.0,1.0,90.0,48.0,62.0,52.0,36.0,0.0,38.0,175.0,20.0,23.0,5.0,53.0,101.0,20.0,96.0,186.0,125.0,69.0,118.0,68.0
