2.56645,0.109692,100139
2.00739,0.154518,100897
2.97911,0.281892,98489
2.6616,0.163268,98659
2.94018,0.207382,99391
2.56588,0.101178,99589
2.25878,0.263616,100223
2.72087,0.244227,98993
2.21289,0.118357,100409
2.63552,0.25124,98427
2.07292,0.19978,100203
2.76841,0.159329,99029
2.58703,0.226809,98831
2.34822,0.214924,99359
2.87785,0.124801,99257
2.54637,0.2392,98121
2.79487,0.292462,99201
2.74811,0.214439,99275
2.55611,0.217141,98259
2.57725,0.186756,98531
2.54851,0.204221,99437
2.59076,0.262437,98533
2.20758,0.262619,100907
2.34623,0.135363,100017
2.71571,0.204989,98489
2.63783,0.281947,99075
2.78838,0.263082,98269
2.70516,0.281519,98747
2.41365,0.14914,99119
2.78298,0.182733,98937
2.84354,0.243614,98993
2.98204,0.126247,99235
2.43361,0.2767,100181
2.56653,0.244387,98077
2.80211,0.160885,98799
2.42261,0.129397,99413
2.59822,0.245658,98339
2.7861,0.113088,99565
2.32412,0.272732,100501
2.18555,0.230845,98475
2.92221,0.131798,99417
2.0273,0.137178,101147
2.85946,0.151125,98767
2.5927,0.141132,99365
2.19405,0.248273,99913
2.08762,0.228759,99459
2.43824,0.264938,99243
2.80377,0.2279,99173
2.64023,0.286585,99407
2.93921,0.254521,98951
2.15235,0.127469,100373
2.5772,0.197882,98785
2.35461,0.174111,99169
2.66308,0.243229,98387
2.91341,0.210733,98549
2.10366,0.267335,101731
2.9361,0.124656,99117
2.91328,0.232338,99017
2.71948,0.253045,98621
2.65704,0.131803,99169
2.71423,0.279191,98359
2.07444,0.168035,100063
2.32812,0.211895,99609
2.11172,0.267212,101569
2.95287,0.245251,99183
2.69293,0.108009,99245
2.55634,0.144607,99173
2.20797,0.144655,100563
2.51346,0.243671,98701
2.09643,0.258557,101347
2.45538,0.106572,100635
2.05457,0.217758,99429
2.80042,0.164877,99019
2.56641,0.275998,99093
2.22654,0.136624,100115
2.44046,0.184467,99397
2.98976,0.140016,99205
2.7745,0.202371,98513
2.64219,0.17005,98837
2.2516,0.151829,99919
2.02654,0.207643,99995
2.21627,0.257229,100299
2.95372,0.251944,98461
2.34487,0.190695,99041
2.85596,0.171468,98521
2.96644,0.196762,98885
2.23362,0.23752,98797
2.63208,0.236929,98809
2.60368,0.139805,99171
2.84071,0.170903,98993
2.30046,0.184634,99409
2.86909,0.268995,98763
2.23336,0.144778,100035
2.04039,0.245174,100553
2.52546,0.148557,99381
2.33187,0.135244,99641
2.14306,0.105859,101661
2.03087,0.124041,101073
2.5008,0.217148,99035
2.49626,0.187902,98739
2.78018,0.28962,98709
2.35563,0.296296,101883
2.96575,0.174637,98993
2.63978,0.170133,98885
2.59338,0.140509,99623
2.0317,0.131566,101329
2.29156,0.114126,100065
2.12575,0.179502,100081
2.3405,0.283501,100937
2.83413,0.210627,99027
2.07729,0.179565,100877
2.97828,0.17653,99151
2.1492,0.258828,100887
2.27554,0.1798,99619
2.77082,0.210549,99041
2.08854,0.235623,99827
2.15816,0.244439,100027
2.24185,0.179046,99669
2.93967,0.112716,99467
2.67546,0.160225,99171
2.25146,0.154927,99727
2.08938,0.207991,99629
2.7318,0.27716,98677
2.76661,0.161547,98665
2.293,0.142955,99397
2.6265,0.155049,98999
2.71541,0.150743,99355
2.95111,0.226282,99269
2.92607,0.211563,99033
2.1957,0.277106,101971
2.18801,0.241761,99225
2.6437,0.291655,99385
2.26458,0.13648,99715
2.26902,0.193955,99393
2.45468,0.171939,98839
2.5013,0.208633,99099
2.10509,0.21354,99093
2.51114,0.227475,98663
2.6834,0.24738,98867
2.79333,0.1507,99517
2.52048,0.165446,98499
2.02279,0.173979,100275
2.80632,0.280417,98237
2.65116,0.2686,98255
2.81393,0.204727,98877
2.26342,0.1518,99517
2.08758,0.114501,101471
2.4867,0.184143,98937
2.64931,0.223417,98577
2.64637,0.238811,98565
2.42339,0.203466,99123
2.98209,0.222337,99411
2.88514,0.193368,98723
2.17929,0.162571,99833
2.07172,0.197866,99741
2.58103,0.111254,99549
2.40887,0.159393,98651
2.42333,0.153262,99183
2.59304,0.223634,98949
2.33757,0.261235,98975
2.2308,0.298752,103665
2.87693,0.101338,99647
2.83994,0.171412,99221
2.45828,0.2404,98403
2.65449,0.258203,98149
2.58572,0.265798,97963
2.56243,0.252141,98051
2.20902,0.251301,99839
2.09983,0.233773,99435
2.52041,0.204927,98741
2.07462,0.175047,100329
2.76531,0.185787,98847
2.84324,0.29102,98811
2.9694,0.21013,98689
2.95136,0.175818,98623
2.54322,0.114081,99523
2.61648,0.279653,98677
2.43985,0.113045,100633
2.60521,0.173218,98537
2.31962,0.21468,99107
2.0439,0.208401,100009
2.6917,0.115258,99365
2.72564,0.195539,99005
2.93632,0.230813,99177
2.65601,0.1503,98903
2.31863,0.119545,100261
2.30556,0.281891,101637
2.36383,0.163438,99429
2.00671,0.292867,106275
2.52496,0.203036,99147
2.57269,0.10658,99313
2.38181,0.122421,99885
2.36587,0.245947,98663
2.46228,0.275667,99915
2.82863,0.22291,98943
2.07233,0.215224,99691
2.69328,0.126057,99549
2.63515,0.1731,98445
2.8258,0.164631,99655
2.906,0.246728,98755
2.49892,0.116303,99985
2.25284,0.243683,98721
2.89577,0.276579,98819
2.07095,0.132692,100783
2.05793,0.187017,99811
2.00982,0.118182,101233
2.81031,0.289236,98939
2.60454,0.113007,99597
2.91415,0.142048,98853
2.69283,0.24776,98189
2.297,0.114872,100619
2.93697,0.103475,99015
2.60889,0.265232,98627
2.95542,0.101362,99661
2.27168,0.258818,99959
2.17444,0.280101,102277
2.87746,0.149898,99099
2.46377,0.293174,100967
2.06773,0.291612,105033
2.40821,0.161762,99295
2.19197,0.163759,99543
2.75997,0.209942,98281
2.00451,0.24084,100979
2.02754,0.198455,99799
2.77131,0.183365,98125
2.18422,0.272614,101801
2.7477,0.180454,98233
2.74212,0.279904,99175
2.5212,0.164261,98577
2.75904,0.275742,98549
2.6935,0.289376,99219
2.77118,0.294664,99171
2.19304,0.210694,99363
2.498,0.238828,98169
2.13223,0.276572,102267
2.60026,0.229445,98603
2.3426,0.159394,98911
2.72423,0.255031,98489
2.95112,0.130817,99433
2.90285,0.146759,99739
2.90953,0.239786,99129
2.02126,0.161408,100855
2.69763,0.185725,99063
2.70446,0.227529,98767
2.81825,0.281925,98627
2.60799,0.10682,100149
2.45195,0.11944,99609
2.61447,0.232298,98739
2.17656,0.273366,101269
2.81704,0.200439,98759
